sales_key,date_key,customer_key,product_key,quantity,unit_price,discount_amount,sales_amount,cost_amount,profit_amount
2880,44,4,40,5,106.05,0.0,530.25,305.43,224.82
2881,361,105,14,4,361.64,0.0,1446.57,938.44,508.14
2882,87,126,14,4,396.8,158.72,1428.48,1120.05,308.44
2883,113,112,1,2,247.52,49.5,445.54,320.68,124.86
2884,184,75,12,6,17.62,0.0,105.69,72.01,33.69
2885,246,51,12,5,16.7,0.0,83.52,62.47,21.05
2886,185,101,19,7,377.37,264.16,2377.45,1356.32,1021.14
2887,185,100,17,5,231.9,0.0,1159.5,914.09,245.41
2888,213,57,35,4,37.0,14.8,133.21,79.66,53.55
2889,314,61,31,3,430.65,0.0,1291.95,718.03,573.92
2890,145,56,30,7,249.22,174.45,1570.06,1017.15,552.92
2891,304,7,1,6,256.13,0.0,1536.78,869.48,667.3
2892,288,5,19,7,331.49,232.04,2088.4,1242.83,845.57
2893,351,13,30,5,233.93,0.0,1169.63,876.67,292.96
2894,334,64,10,4,428.74,171.49,1543.45,1017.57,525.89
2895,292,77,17,1,235.58,11.78,223.8,123.51,100.29
2896,91,62,30,1,245.01,0.0,245.01,177.34,67.67
2897,283,144,32,5,356.86,178.43,1605.87,1189.82,416.05
2898,269,34,35,2,35.3,0.0,70.6,56.02,14.58
2899,106,59,18,1,123.84,0.0,123.84,73.28,50.56
2900,248,38,16,6,240.61,0.0,1443.66,1128.13,315.53
2901,93,45,16,5,220.04,110.02,990.18,734.07,256.11
2902,191,88,27,1,159.59,15.96,143.63,100.86,42.78
2903,291,47,17,4,224.28,0.0,897.11,556.82,340.29
2904,69,48,17,4,222.14,88.86,799.7,538.69,261.01
2905,123,101,7,1,350.73,35.07,315.66,190.51,125.15
2906,291,125,20,5,62.72,15.68,297.93,221.59,76.34
2907,166,32,10,3,437.98,0.0,1313.93,972.27,341.66
2908,351,17,21,7,250.72,0.0,1755.05,1056.03,699.01
2909,3,36,36,1,484.94,0.0,484.94,299.8,185.15
2910,264,87,32,6,354.16,0.0,2124.97,1685.74,439.23
2911,298,144,20,1,70.65,0.0,70.65,47.85,22.79
2912,336,25,40,6,103.76,62.26,560.31,391.54,168.76
2913,58,7,40,6,105.03,31.51,598.69,484.23,114.45
2914,360,80,18,3,115.07,17.26,327.94,198.7,129.24
2915,144,149,31,2,434.67,0.0,869.35,625.34,244.0
2916,129,83,14,1,375.25,0.0,375.25,284.81,90.44
2917,130,139,36,3,487.93,146.38,1317.41,838.2,479.21
2918,233,97,15,5,229.74,0.0,1148.71,727.57,421.14
2919,241,5,11,6,336.31,201.78,1816.06,1438.57,377.48
2920,173,65,6,2,78.69,0.0,157.38,90.79,66.6
2921,26,116,34,1,343.19,0.0,343.19,203.34,139.86
2922,361,77,12,4,18.27,3.65,69.42,45.89,23.54
2923,82,30,33,5,262.56,65.64,1247.18,954.8,292.38
2924,35,28,4,7,228.46,0.0,1599.21,1076.02,523.18
2925,219,100,21,6,274.17,82.25,1562.78,973.69,589.09
2926,151,70,18,4,107.14,0.0,428.56,284.34,144.22
2927,225,87,18,5,115.77,0.0,578.87,388.0,190.87
2928,320,56,7,5,397.18,0.0,1985.88,1482.06,503.83
2929,36,51,3,4,258.97,51.79,984.07,772.06,212.01
2930,104,100,14,5,381.5,95.37,1812.11,1153.84,658.27
2931,189,2,19,2,360.19,0.0,720.38,534.02,186.36
2932,288,66,32,6,355.64,213.39,1920.47,1419.95,500.52
2933,220,56,19,7,328.44,229.91,2069.16,1566.51,502.65
2934,140,117,10,4,453.85,0.0,1815.38,1280.43,534.96
2935,223,110,11,4,333.94,0.0,1335.74,739.96,595.78
2936,358,64,25,4,449.45,0.0,1797.8,1307.15,490.65
2937,176,40,18,6,117.11,0.0,702.68,502.64,200.04
2938,323,36,37,2,478.98,143.69,814.26,582.29,231.97
2939,285,32,18,3,113.99,34.2,307.76,192.64,115.12
2940,110,42,23,5,36.18,0.0,180.89,104.27,76.62
2941,92,115,3,5,261.08,0.0,1305.38,784.69,520.68
2942,282,7,8,3,28.28,0.0,84.85,51.62,33.23
2943,76,4,35,1,32.06,0.0,32.06,19.13,12.92
2944,123,81,14,4,406.13,0.0,1624.51,1000.74,623.77
2945,86,34,17,5,244.88,0.0,1224.41,696.13,528.27
2946,222,125,24,6,90.97,0.0,545.81,339.89,205.93
2947,108,113,3,1,258.19,0.0,258.19,211.57,46.62
2948,241,116,21,1,261.34,0.0,261.34,179.82,81.52
2949,342,69,14,3,349.69,0.0,1049.08,674.55,374.53
2950,303,66,6,4,82.42,0.0,329.66,245.44,84.22
2951,347,64,17,1,245.85,0.0,245.85,166.38,79.47
2952,9,30,18,2,115.81,0.0,231.63,129.24,102.39
2953,167,86,8,3,28.22,0.0,84.65,59.07,25.58
2954,81,130,22,2,93.23,27.97,158.48,100.18,58.31
2955,336,39,30,5,235.84,0.0,1179.21,830.42,348.79
2956,260,9,11,1,377.89,18.89,359.0,214.24,144.76
2957,117,85,39,7,293.52,0.0,2054.67,1397.77,656.9
2958,206,60,25,2,476.69,0.0,953.39,574.21,379.18
2959,221,120,31,4,509.71,0.0,2038.84,1285.85,752.98
2960,181,129,3,7,296.31,207.42,1866.78,1373.08,493.7
2961,174,143,31,5,501.81,376.36,2132.7,1304.07,828.63
2962,21,59,14,7,369.36,0.0,2585.54,1713.25,872.29
2963,166,136,29,1,377.8,0.0,377.8,215.25,162.55
2964,128,18,33,6,252.01,151.2,1360.83,1000.94,359.89
2965,299,56,11,1,374.56,0.0,374.56,260.51,114.05
2966,316,40,11,5,331.75,0.0,1658.74,1276.77,381.97
2967,274,139,3,3,291.1,87.33,785.96,545.83,240.13
2968,12,91,25,6,413.97,0.0,2483.83,2032.86,450.97
2969,308,55,31,1,440.56,22.03,418.53,257.44,161.09
2970,145,23,17,7,217.13,0.0,1519.94,1140.51,379.42
2971,152,118,7,4,399.96,0.0,1599.82,1066.65,533.18
2972,345,99,13,4,155.9,93.54,530.07,345.34,184.72
2973,317,128,17,4,223.16,0.0,892.62,667.25,225.38
2974,19,66,37,1,447.23,0.0,447.23,361.37,85.87
2975,132,23,5,3,54.24,0.0,162.71,122.68,40.03
2976,274,51,14,5,419.2,0.0,2096.01,1339.63,756.38
2977,197,94,26,7,100.16,0.0,701.14,482.15,218.99
2978,95,37,10,7,432.05,0.0,3024.36,1840.71,1183.65
2979,192,11,36,4,444.69,0.0,1778.75,1276.19,502.56
2980,317,124,37,2,432.79,0.0,865.58,570.16,295.42
2981,82,80,16,4,235.82,94.33,848.96,519.22,329.74
2982,273,60,30,4,213.02,0.0,852.1,473.51,378.59
2983,269,83,31,3,427.95,128.39,1155.47,924.18,231.28
2984,324,111,28,3,75.47,0.0,226.4,129.34,97.06
2985,109,1,8,7,25.98,0.0,181.88,116.21,65.68
2986,79,67,2,3,371.11,111.33,1001.99,602.62,399.37
2987,200,39,14,1,351.85,35.18,316.66,216.41,100.25
2988,194,14,6,6,78.85,0.0,473.13,285.12,188.0
2989,150,6,12,5,17.45,0.0,87.27,65.35,21.92
2990,285,67,26,3,108.1,32.43,291.88,178.25,113.63
2991,292,82,24,5,79.13,0.0,395.67,237.43,158.24
2992,90,77,9,7,42.74,0.0,299.21,182.08,117.12
2993,291,118,1,7,288.15,0.0,2017.07,1271.44,745.62
2994,85,69,10,6,496.99,298.2,2683.76,1941.15,742.61
2995,149,89,19,5,387.39,96.85,1840.11,1116.21,723.9
2996,10,123,32,1,311.82,0.0,311.82,230.17,81.65
2997,125,99,15,4,236.99,142.19,805.77,536.76,269.01
2998,350,137,12,6,18.12,0.0,108.7,65.57,43.13
2999,162,34,23,6,35.41,21.24,191.2,117.55,73.65
3000,260,119,3,6,253.04,0.0,1518.25,1051.2,467.04
3001,40,105,10,7,493.36,172.67,3280.82,2139.85,1140.97
3002,232,88,2,4,329.04,0.0,1316.17,906.45,409.72
3003,136,1,22,1,102.83,0.0,102.83,79.12,23.71
3004,272,82,18,4,110.89,0.0,443.57,249.45,194.12
3005,339,129,24,3,88.25,26.48,238.29,156.38,81.91
3006,195,97,25,6,400.99,0.0,2405.91,1593.12,812.79
3007,38,1,16,6,253.28,0.0,1519.66,938.76,580.89
3008,174,44,35,3,34.69,0.0,104.07,69.65,34.41
3009,45,86,37,3,517.21,77.58,1474.06,1036.25,437.81
3010,165,122,5,2,52.91,5.29,100.53,71.17,29.36
3011,23,67,37,1,441.45,0.0,441.45,322.64,118.82
3012,234,129,8,3,25.32,0.0,75.97,43.36,32.61
3013,114,120,10,2,415.51,41.55,789.46,532.26,257.21
3014,74,41,22,2,106.78,0.0,213.57,161.15,52.42
3015,7,30,2,7,326.72,0.0,2287.05,1538.87,748.18
3016,325,136,15,5,204.52,0.0,1022.61,743.69,278.91
3017,306,89,8,4,28.63,0.0,114.53,81.25,33.28
3018,297,128,20,2,61.67,18.5,104.84,70.81,34.02
3019,22,139,33,6,257.58,77.27,1468.19,838.79,629.4
3020,128,64,37,5,495.37,0.0,2476.86,1785.74,691.12
3021,355,7,9,4,39.55,15.82,142.38,98.86,43.52
3022,212,137,22,4,103.97,0.0,415.86,229.36,186.5
3023,47,88,19,4,374.97,224.98,1274.88,772.39,502.49
3024,52,19,17,6,227.46,0.0,1364.74,773.23,591.51
3025,97,80,26,6,102.4,61.44,552.95,389.26,163.69
3026,355,5,40,4,121.21,48.48,436.34,241.77,194.57
3027,62,44,17,5,231.08,115.54,1039.86,808.44,231.42
3028,330,53,3,7,284.03,0.0,1988.19,1602.11,386.08
3029,248,69,37,3,470.81,141.24,1271.18,1033.99,237.19
3030,337,85,38,7,150.21,52.57,998.9,610.51,388.4
3031,302,126,13,5,174.12,0.0,870.58,595.2,275.37
3032,122,53,21,2,238.07,0.0,476.15,376.45,99.7
3033,303,111,35,7,34.29,12.0,228.06,167.76,60.3
3034,62,142,21,5,239.89,119.94,1079.49,680.79,398.7
3035,107,113,20,3,67.88,20.36,183.28,142.07,41.21
3036,78,39,37,2,489.19,0.0,978.39,689.73,288.66
3037,49,102,34,7,321.92,112.67,2140.79,1599.38,541.41
3038,33,43,21,6,238.9,0.0,1433.38,1163.54,269.85
3039,69,72,7,1,416.41,0.0,416.41,341.18,75.23
3040,44,96,18,5,108.85,54.43,489.84,336.18,153.66
3041,139,44,28,1,78.29,3.91,74.38,44.05,30.33
3042,27,1,11,3,328.0,98.4,885.59,635.21,250.37
3043,23,126,22,4,98.94,0.0,395.74,286.46,109.29
3044,362,110,27,2,142.98,0.0,285.96,201.45,84.51
3045,33,19,4,4,232.49,46.5,883.48,586.59,296.89
3046,28,57,23,4,38.94,0.0,155.77,110.13,45.64
3047,11,40,30,5,208.12,156.09,884.51,614.02,270.49
3048,49,147,9,6,40.9,24.54,220.85,177.8,43.05
3049,193,142,22,2,92.2,18.44,165.97,128.81,37.15
3050,302,104,29,6,335.71,201.42,1812.82,1189.75,623.07
3051,269,67,2,2,361.81,0.0,723.63,509.53,214.1
3052,212,8,26,1,94.5,0.0,94.5,66.42,28.08
3053,32,38,11,4,384.93,153.97,1385.74,953.24,432.5
3054,283,14,16,3,245.92,0.0,737.77,417.34,320.43
3055,14,119,26,2,94.59,18.92,170.26,126.4,43.86
3056,231,14,1,3,294.29,0.0,882.87,659.89,222.97
3057,150,102,1,7,271.05,189.73,1707.61,1162.42,545.19
3058,322,143,18,5,105.47,0.0,527.36,418.42,108.94
3059,113,47,38,6,149.44,89.66,806.98,658.22,148.76
3060,234,103,1,2,293.23,0.0,586.45,451.27,135.19
3061,161,132,32,1,332.09,16.6,315.48,252.55,62.93
3062,191,65,3,3,267.15,80.15,721.31,491.66,229.65
3063,343,68,20,6,64.45,0.0,386.72,308.15,78.56
3064,261,31,18,7,108.06,0.0,756.45,607.02,149.43
3065,152,65,19,1,340.19,0.0,340.19,244.38,95.81
3066,164,132,4,4,221.01,44.2,839.84,496.09,343.75
3067,258,100,31,3,509.93,76.49,1453.29,859.08,594.22
3068,127,31,12,6,17.85,5.35,101.73,68.92,32.8
3069,62,79,31,2,434.49,0.0,868.98,650.52,218.46
3070,171,107,27,4,147.03,0.0,588.14,403.1,185.04
3071,25,12,23,6,33.85,20.31,182.8,140.02,42.78
3072,62,115,13,4,159.95,31.99,607.82,460.63,147.19
3073,154,31,27,6,155.09,0.0,930.54,562.96,367.59
3074,291,45,40,5,108.19,0.0,540.96,316.92,224.04
3075,286,63,37,5,511.48,0.0,2557.42,1893.97,663.46
3076,96,76,37,2,476.7,95.34,858.06,546.16,311.9
3077,155,138,9,7,41.73,14.61,277.53,222.43,55.1
3078,57,34,24,2,90.96,9.1,172.82,135.58,37.24
3079,276,39,16,7,251.23,87.93,1670.67,1122.41,548.26
3080,90,57,39,7,345.13,241.59,2174.32,1536.67,637.65
3081,292,129,39,4,339.42,0.0,1357.69,1057.26,300.43
3082,308,145,35,7,35.07,0.0,245.49,192.78,52.71
3083,252,69,7,6,368.17,0.0,2209.03,1547.17,661.86
3084,121,104,13,6,159.63,143.66,814.09,661.38,152.71
3085,348,138,29,1,399.64,19.98,379.66,262.22,117.44
3086,251,127,30,1,210.43,0.0,210.43,118.07,92.36
3087,236,103,15,1,236.74,23.67,213.07,149.56,63.51
3088,313,82,6,1,73.5,0.0,73.5,55.85,17.66
3089,322,148,6,6,79.77,0.0,478.63,390.53,88.1
3090,29,36,28,2,79.19,7.92,150.46,87.03,63.43
3091,322,55,19,1,397.95,59.69,338.26,226.28,111.98
3092,280,107,20,7,58.94,0.0,412.55,292.25,120.3
3093,76,4,33,2,264.72,0.0,529.45,417.2,112.25
3094,113,76,1,6,288.29,172.98,1556.78,1157.14,399.64
3095,275,129,31,7,451.3,157.96,3001.17,1838.03,1163.14
3096,80,27,11,4,340.44,68.09,1293.68,1011.71,281.98
3097,166,121,38,7,160.8,0.0,1125.63,820.98,304.66
3098,252,62,39,7,340.86,0.0,2386.04,1889.01,497.03
3099,238,130,21,2,240.44,0.0,480.87,372.81,108.06
3100,333,96,13,2,169.01,0.0,338.02,197.71,140.31
3101,41,24,10,3,428.65,128.6,1157.36,936.68,220.68
3102,108,111,8,4,25.43,5.09,96.62,64.99,31.63
3103,360,9,40,6,115.54,69.32,623.89,508.65,115.24
3104,208,37,8,2,24.93,0.0,49.87,29.95,19.92
3105,91,134,18,2,112.35,0.0,224.7,171.72,52.99
3106,106,132,20,3,61.79,18.54,166.82,105.48,61.34
3107,124,7,28,2,87.78,0.0,175.56,98.68,76.88
3108,203,57,34,7,337.1,0.0,2359.7,1931.16,428.54
3109,104,15,23,3,35.43,0.0,106.28,67.17,39.12
3110,227,41,31,7,512.98,0.0,3590.85,2053.03,1537.81
3111,163,146,23,1,39.99,0.0,39.99,31.29,8.71
3112,223,30,18,1,107.73,0.0,107.73,71.82,35.91
3113,57,97,7,6,419.12,251.47,2263.24,1597.03,666.2
3114,228,121,9,2,38.49,0.0,76.99,62.81,14.17
3115,338,133,18,1,108.35,5.42,102.93,69.97,32.96
3116,50,54,2,5,345.32,86.33,1640.26,931.86,708.4
3117,120,105,13,2,155.19,0.0,310.38,228.63,81.75
3118,254,73,19,1,378.52,0.0,378.52,280.81,97.71
3119,226,17,19,3,369.06,0.0,1107.18,667.0,440.17
3120,247,34,33,4,294.24,0.0,1176.96,820.65,356.31
3121,205,113,39,4,303.15,0.0,1212.61,787.82,424.79
3122,250,103,30,5,215.8,161.85,917.17,516.81,400.36
3123,223,79,4,1,211.42,0.0,211.42,134.07,77.35
3124,28,118,17,3,220.71,0.0,662.12,526.76,135.35
3125,275,104,30,3,251.66,113.25,641.73,404.97,236.76
3126,164,51,24,3,88.15,26.44,238.0,145.23,92.76
3127,19,45,19,4,386.49,154.6,1391.36,1118.72,272.64
3128,150,142,18,2,118.64,0.0,237.29,155.0,82.28
3129,159,146,17,5,225.3,112.65,1013.85,815.09,198.76
3130,32,5,24,7,78.4,27.44,521.38,410.67,110.71
3131,364,119,8,5,26.58,6.65,126.26,85.48,40.78
3132,82,20,21,3,278.19,83.46,751.12,491.19,259.93
3133,121,130,9,4,39.0,0.0,156.0,91.6,64.4
3134,161,89,28,5,73.94,55.45,314.22,189.0,125.23
3135,304,104,35,6,35.71,32.14,182.14,111.61,70.53
3136,272,106,21,3,245.36,36.8,699.27,473.4,225.87
3137,282,91,16,1,244.44,0.0,244.44,159.0,85.44
3138,87,38,38,5,134.48,67.24,605.15,463.61,141.54
3139,309,122,27,5,150.27,0.0,751.37,473.44,277.93
3140,303,84,18,1,110.63,5.53,105.1,69.85,35.25
3141,170,82,2,5,380.26,0.0,1901.31,1108.71,792.6
3142,200,48,1,1,280.47,28.05,252.42,157.32,95.11
3143,14,2,9,5,36.62,27.47,155.64,118.51,37.13
3144,278,84,10,6,480.03,0.0,2880.16,2133.96,746.2
3145,351,52,29,1,393.39,19.67,373.72,246.13,127.59
3146,173,99,21,6,269.55,161.73,1455.56,1027.5,428.05
3147,198,55,40,1,122.62,0.0,122.62,82.62,40.01
3148,183,146,22,2,103.34,0.0,206.68,163.63,43.05
3149,31,103,37,5,451.95,0.0,2259.73,1483.66,776.07
3150,227,69,23,3,36.68,11.0,99.03,73.78,25.26
3151,264,107,15,7,211.01,0.0,1477.05,899.53,577.52
3152,339,98,29,7,372.1,0.0,2604.73,1737.89,866.84
3153,340,94,18,7,123.29,0.0,863.05,598.02,265.02
3154,180,87,11,1,364.68,0.0,364.68,210.88,153.8
3155,351,140,19,2,351.22,0.0,702.45,497.76,204.69
3156,193,48,27,2,163.26,16.33,310.19,218.73,91.46
3157,235,65,16,5,252.07,0.0,1260.37,747.23,513.14
3158,220,38,29,4,354.35,141.74,1275.65,1045.57,230.08
3159,365,86,40,6,122.11,36.63,696.03,400.2,295.83
3160,270,149,17,2,230.12,46.02,414.21,327.94,86.27
3161,44,92,12,2,17.1,0.0,34.2,23.35,10.85
3162,27,32,17,5,236.53,59.13,1123.52,685.49,438.03
3163,150,139,34,5,361.72,180.86,1627.74,944.83,682.91
3164,189,119,8,5,25.7,0.0,128.49,94.94,33.56
3165,245,67,39,3,309.06,0.0,927.19,698.83,228.37
3166,176,22,17,4,245.13,0.0,980.5,717.56,262.94
3167,188,61,34,7,359.25,125.74,2389.02,1584.79,804.23
3168,337,121,32,5,311.23,0.0,1556.13,928.38,627.75
3169,123,87,32,7,317.63,222.34,2001.08,1527.18,473.91
3170,181,28,37,4,521.78,208.71,1878.4,1474.98,403.42
3171,204,24,8,1,28.46,1.42,27.03,17.73,9.31
3172,171,146,24,6,81.87,73.69,417.55,324.49,93.06
3173,354,68,4,4,211.38,42.28,803.25,579.63,223.61
3174,352,103,12,1,16.94,0.0,16.94,11.73,5.21
3175,188,55,2,1,365.66,0.0,365.66,261.4,104.26
3176,165,14,28,3,82.98,24.89,224.04,129.74,94.3
3177,215,62,25,2,460.74,0.0,921.48,538.01,383.47
3178,67,104,30,5,210.44,105.22,946.99,706.65,240.34
3179,156,51,8,5,28.68,0.0,143.41,116.43,26.98
3180,80,91,14,3,351.16,0.0,1053.48,723.86,329.63
3181,53,66,28,1,88.22,8.82,79.4,44.83,34.57
3182,35,51,34,1,303.0,30.3,272.7,155.0,117.7
3183,215,39,36,7,440.63,308.44,2776.0,1877.1,898.9
3184,1,40,3,3,253.85,0.0,761.56,554.09,207.47
3185,236,39,17,1,224.36,0.0,224.36,132.78,91.58
3186,158,108,1,5,263.28,65.82,1250.57,698.97,551.6
3187,134,51,33,7,281.2,196.84,1771.59,1323.3,448.29
3188,281,112,5,1,60.86,0.0,60.86,35.87,24.99
3189,197,47,33,7,274.06,95.92,1822.5,1217.99,604.51
3190,268,50,7,6,386.23,0.0,2317.36,1733.89,583.47
3191,259,139,1,2,258.85,25.88,491.81,287.14,204.68
3192,12,132,36,6,504.7,0.0,3028.2,2027.51,1000.69
3193,79,61,18,3,104.23,46.9,265.79,154.18,111.61
3194,209,41,17,5,228.07,0.0,1140.35,734.19,406.16
3195,357,108,26,1,92.34,4.62,87.72,69.86,17.86
3196,57,11,11,2,336.06,67.21,604.91,444.77,160.15
3197,39,69,28,6,83.4,0.0,500.37,278.33,222.05
3198,344,90,18,6,104.58,0.0,627.48,367.89,259.58
3199,353,102,11,1,327.97,16.4,311.57,196.08,115.49
3200,62,17,16,2,258.16,25.82,490.51,388.39,102.13
3201,147,1,1,5,248.05,62.01,1178.25,885.71,292.54
3202,229,42,13,7,169.94,59.48,1130.07,809.95,320.12
3203,72,18,24,5,81.97,0.0,409.87,242.31,167.55
3204,120,77,6,5,82.17,41.08,369.76,296.1,73.66
3205,145,138,5,3,58.77,0.0,176.31,135.44,40.87
3206,235,43,27,1,136.79,6.84,129.95,79.87,50.08
3207,113,69,18,6,121.98,73.19,658.67,434.17,224.5
3208,151,33,6,6,74.82,44.89,404.04,268.96,135.09
3209,106,7,30,4,221.72,0.0,886.88,628.46,258.41
3210,278,106,32,4,348.85,0.0,1395.4,908.68,486.72
3211,56,39,2,2,368.78,36.88,700.69,425.11,275.57
3212,85,83,9,4,38.78,0.0,155.12,113.25,41.87
3213,92,103,15,2,211.08,21.11,401.06,293.95,107.11
3214,331,126,30,3,215.16,0.0,645.49,432.12,213.37
3215,345,28,3,1,276.27,0.0,276.27,188.25,88.02
3216,183,88,33,5,297.65,0.0,1488.23,838.89,649.34
3217,58,137,13,2,163.57,16.36,310.78,209.2,101.58
3218,276,73,6,6,83.69,50.21,451.92,346.22,105.7
3219,180,7,35,4,32.37,0.0,129.47,91.88,37.58
3220,311,40,4,7,230.46,0.0,1613.22,1288.3,324.92
3221,132,120,6,2,82.65,0.0,165.31,122.9,42.41
3222,365,119,38,2,154.53,15.45,293.61,223.13,70.48
3223,295,48,21,2,240.62,48.12,433.12,291.82,141.3
3224,82,30,19,5,352.22,176.11,1584.98,945.96,639.01
3225,265,44,28,1,75.18,11.28,63.91,50.89,13.02
3226,105,37,26,5,102.48,0.0,512.38,373.0,139.38
3227,128,112,25,6,480.13,288.08,2592.69,2062.64,530.06
3228,92,127,1,5,261.83,0.0,1309.14,938.3,370.84
3229,250,7,23,1,35.04,1.75,33.28,22.39,10.89
3230,96,112,12,4,16.25,0.0,65.02,38.13,26.89
3231,234,113,33,4,276.59,110.63,995.71,654.56,341.15
3232,213,92,21,3,264.62,79.39,714.47,508.23,206.24
3233,275,131,5,4,53.38,0.0,213.52,171.09,42.42
3234,363,6,36,6,499.94,299.96,2699.68,2089.32,610.36
3235,4,105,12,6,15.64,9.38,84.45,58.15,26.3
3236,362,20,11,3,365.21,109.56,986.07,661.61,324.46
3237,40,135,38,3,146.71,0.0,440.14,246.03,194.11
3238,193,75,32,2,312.05,93.62,530.49,342.07,188.42
3239,125,14,35,3,35.54,10.66,95.95,78.19,17.75
3240,234,112,27,4,155.2,31.04,589.76,442.37,147.4
3241,264,113,37,5,473.12,0.0,2365.62,1636.26,729.36
3242,314,70,5,2,59.79,11.96,107.62,84.25,23.37
3243,147,47,24,2,84.63,16.93,152.34,84.73,67.6
3244,341,3,12,1,16.31,0.82,15.5,12.53,2.97
3245,118,137,16,1,264.35,39.65,224.7,166.03,58.67
3246,75,28,10,1,494.05,0.0,494.05,273.5,220.55
3247,139,127,9,2,37.1,3.71,70.5,52.2,18.29
3248,193,89,18,5,123.12,0.0,615.6,352.4,263.2
3249,244,103,37,6,505.25,0.0,3031.51,2190.85,840.67
3250,304,105,26,7,92.53,0.0,647.71,408.86,238.85
3251,83,129,14,4,386.7,0.0,1546.79,939.31,607.48
3252,111,6,18,4,102.52,0.0,410.09,295.09,115.0
3253,343,149,22,7,99.16,0.0,694.12,463.11,231.01
3254,161,7,10,2,493.06,0.0,986.13,559.55,426.58
3255,89,150,21,5,254.14,63.53,1207.15,931.96,275.19
3256,360,40,28,6,82.12,0.0,492.7,306.39,186.31
3257,164,127,10,4,429.03,0.0,1716.11,1230.31,485.8
3258,360,13,24,2,85.17,0.0,170.33,121.71,48.62
3259,336,70,29,5,394.24,0.0,1971.18,1114.04,857.14
3260,331,82,21,7,246.15,0.0,1723.07,1411.67,311.4
3261,213,144,12,2,17.23,3.45,31.01,20.8,10.21
3262,292,19,23,4,36.48,7.3,138.61,83.92,54.69
3263,351,6,32,1,353.91,0.0,353.91,236.39,117.53
3264,99,98,9,2,42.0,0.0,84.0,59.88,24.12
3265,14,8,23,6,39.06,0.0,234.37,129.1,105.28
3266,118,117,28,4,79.97,15.99,303.9,191.77,112.13
3267,233,6,13,2,169.64,50.89,288.39,200.38,88.02
3268,200,146,16,3,249.69,0.0,749.07,552.45,196.62
3269,30,80,36,1,493.29,0.0,493.29,313.04,180.25
3270,205,143,15,6,220.81,66.24,1258.62,829.5,429.12
3271,64,19,24,7,90.67,0.0,634.69,386.99,247.7
3272,185,42,6,1,72.31,0.0,72.31,45.49,26.82
3273,211,69,38,2,135.7,13.57,257.82,189.65,68.17
3274,233,5,24,6,92.29,27.69,526.04,337.22,188.82
3275,151,16,31,7,431.14,0.0,3017.97,1887.73,1130.24
3276,150,50,25,6,471.82,283.09,2547.81,1606.67,941.13
3277,248,111,15,6,222.42,0.0,1334.53,954.74,379.79
3278,274,107,14,7,417.47,0.0,2922.29,2049.75,872.54
3279,295,14,29,3,376.57,56.49,1073.22,708.18,365.04
3280,122,9,35,7,36.83,12.89,244.91,176.51,68.4
3281,155,99,6,7,79.5,27.83,528.7,382.54,146.16
3282,121,54,34,2,335.14,33.51,636.77,352.48,284.29
3283,193,119,34,1,324.35,16.22,308.13,197.68,110.45
3284,47,45,5,4,50.82,20.33,182.94,112.69,70.26
3285,157,55,5,6,53.62,16.09,305.62,236.51,69.11
3286,69,33,28,6,89.38,0.0,536.3,334.85,201.45
3287,195,40,34,1,318.49,31.85,286.64,182.21,104.43
3288,311,106,16,3,254.58,0.0,763.73,530.94,232.78
3289,360,71,26,6,100.6,60.36,543.25,379.08,164.17
3290,163,99,40,1,108.6,0.0,108.6,83.51,25.09
3291,21,12,13,6,182.68,0.0,1096.07,717.64,378.43
3292,84,81,10,3,412.64,61.9,1176.02,736.09,439.93
3293,39,69,40,1,114.78,5.74,109.04,77.88,31.16
3294,278,137,12,2,16.91,0.0,33.82,25.25,8.57
3295,360,64,19,6,333.97,0.0,2003.83,1639.14,364.69
3296,203,16,18,7,106.57,74.6,671.4,481.36,190.05
3297,65,105,21,1,271.16,40.67,230.48,157.3,73.18
3298,8,23,11,4,328.52,0.0,1314.07,769.95,544.12
3299,357,137,28,2,86.91,0.0,173.82,141.92,31.9
3300,116,58,28,5,84.03,0.0,420.13,308.77,111.36
3301,41,118,9,6,37.15,0.0,222.87,132.51,90.36
3302,65,99,20,7,62.19,0.0,435.32,293.45,141.86
3303,94,70,3,3,251.52,75.46,679.11,476.25,202.86
3304,240,88,9,3,42.77,0.0,128.31,78.09,50.23
3305,326,28,40,3,113.67,0.0,341.02,255.0,86.02
3306,101,12,21,6,235.06,0.0,1410.38,1023.36,387.02
3307,251,115,25,4,440.37,0.0,1761.5,1079.99,681.5
3308,24,144,36,1,474.43,0.0,474.43,387.72,86.71
3309,4,130,29,7,382.38,0.0,2676.64,2157.75,518.89
3310,21,46,32,1,305.83,0.0,305.83,190.13,115.7
3311,337,54,29,7,337.2,118.02,2242.38,1500.8,741.58
3312,213,54,20,2,63.0,0.0,126.0,99.74,26.26
3313,294,106,26,4,104.22,20.84,396.03,261.26,134.77
3314,8,94,12,3,17.61,5.28,47.55,38.41,9.14
3315,9,120,36,5,454.96,0.0,2274.79,1374.22,900.57
3316,310,142,8,3,25.43,0.0,76.29,56.88,19.42
3317,38,59,36,3,493.51,148.05,1332.47,948.54,383.93
3318,57,100,36,4,431.04,0.0,1724.18,1109.46,614.72
3319,190,76,6,7,77.0,0.0,538.99,400.9,138.09
3320,222,144,29,2,366.1,73.22,658.97,366.74,292.23
3321,84,54,40,2,107.04,10.7,203.37,124.53,78.84
