sales_key,order_id,order_line_id,date_key,product_key,customer_key,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,total_cost,profit,profit_margin_pct,shipping_cost,delivery_days,promised_delivery_days,delivery_delay_days,stock_level_at_sale,promotion_name,sales_channel
340,ORD000340,1,20260809,5,11,3,1999.0,0.0,5997.0,5997.0,700.0,2100.0,3897.0,64.98,80,3,3,0,25,No Promotion,Online
341,ORD000341,1,20260817,6,12,1,2999.0,749.75,2999.0,2249.25,1100.0,1100.0,1149.25,51.09,80,3,3,0,8,Mega Sale 25%,Mobile App
342,ORD000342,1,20260824,7,13,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,180,3,3,0,2,Welcome Offer 10%,Marketplace
343,ORD000343,1,20260831,8,14,1,27999.0,4199.85,27999.0,23799.15,15000.0,15000.0,8799.15,36.97,80,6,3,3,25,Festive Offer 15%,Marketplace
344,ORD000344,1,20260907,9,15,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
345,ORD000345,1,20260914,10,1,2,9999.0,999.9,19998.0,18998.1,4200.0,8400.0,10598.1,55.79,80,3,3,0,25,Welcome Offer 10%,Mobile App
346,ORD000346,1,20260921,11,2,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
347,ORD000347,1,20260928,12,3,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
348,ORD000348,1,20261005,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
349,ORD000349,1,20261012,1,5,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
350,ORD000350,1,20261019,1,6,2,4999.0,749.85,9998.0,9248.15,1800.0,3600.0,5648.15,61.07,80,6,3,3,25,Festive Offer 15%,Marketplace
351,ORD000351,1,20261026,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,8,3,5,25,Welcome Offer 10%,Marketplace
352,ORD000352,1,20261103,5,8,1,1999.0,499.75,1999.0,1499.25,700.0,700.0,799.25,53.31,80,3,3,0,8,Mega Sale 25%,Online
353,ORD000353,1,20261110,6,9,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
354,ORD000354,1,20261117,7,10,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
355,ORD000355,1,20261124,8,11,2,27999.0,0.0,55998.0,55998.0,15000.0,30000.0,25998.0,46.43,80,3,3,0,25,No Promotion,Marketplace
356,ORD000356,1,20261201,9,12,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
357,ORD000357,1,20261208,10,13,3,9999.0,1499.85,29997.0,28497.15,4200.0,12600.0,15897.15,55.79,80,6,3,3,25,Festive Offer 15%,Mobile App
358,ORD000358,1,20261215,11,14,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
359,ORD000359,1,20261222,12,15,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
360,ORD000360,1,20261229,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,180,3,3,0,25,Welcome Offer 10%,Online
361,ORD000361,1,20260105,1,2,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,2,No Promotion,Mobile App
362,ORD000362,1,20260112,1,3,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
363,ORD000363,1,20260120,1,4,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,80,3,3,0,8,Mega Sale 25%,Marketplace
364,ORD000364,1,20260127,5,5,1,1999.0,299.85,1999.0,1699.15,700.0,700.0,999.15,58.8,80,8,3,5,25,Festive Offer 15%,Online
365,ORD000365,1,20260203,6,6,2,2999.0,0.0,5998.0,5998.0,1100.0,2200.0,3798.0,63.32,80,3,3,0,25,No Promotion,Mobile App
366,ORD000366,1,20260210,7,7,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
367,ORD000367,1,20260217,8,8,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
368,ORD000368,1,20260224,9,9,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
369,ORD000369,1,20260303,10,10,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,180,3,3,0,25,Welcome Offer 10%,Mobile App
370,ORD000370,1,20260310,11,11,2,7999.0,0.0,15998.0,15998.0,4800.0,9600.0,6398.0,39.99,80,3,3,0,25,No Promotion,Marketplace
371,ORD000371,1,20260317,12,12,1,3499.0,524.85,3499.0,2974.15,1600.0,1600.0,1374.15,46.2,80,6,3,3,25,Festive Offer 15%,Marketplace
372,ORD000372,1,20260324,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
373,ORD000373,1,20260331,1,14,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
374,ORD000374,1,20260408,1,15,3,4999.0,1249.75,14997.0,13747.25,1800.0,5400.0,8347.25,60.72,80,3,3,0,8,Mega Sale 25%,Marketplace
375,ORD000375,1,20260415,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,80,3,3,0,25,Welcome Offer 10%,Marketplace
376,ORD000376,1,20260422,5,2,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
377,ORD000377,1,20260429,6,3,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,8,3,5,25,No Promotion,Mobile App
378,ORD000378,1,20260506,7,4,1,2499.0,374.85,2499.0,2124.15,900.0,900.0,1224.15,57.63,180,6,3,3,25,Festive Offer 15%,Marketplace
379,ORD000379,1,20260513,8,5,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
380,ORD000380,1,20260520,9,6,2,15999.0,0.0,31998.0,31998.0,8500.0,17000.0,14998.0,46.87,80,3,3,0,2,No Promotion,Online
381,ORD000381,1,20260527,10,7,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
382,ORD000382,1,20260603,11,8,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
383,ORD000383,1,20260610,12,9,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
384,ORD000384,1,20260617,1,10,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
385,ORD000385,1,20260625,1,11,2,4999.0,1249.75,9998.0,8748.25,1800.0,3600.0,5148.25,58.85,80,6,3,3,8,Mega Sale 25%,Mobile App
386,ORD000386,1,20260702,1,12,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
387,ORD000387,1,20260709,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Marketplace
388,ORD000388,1,20260716,5,14,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
389,ORD000389,1,20260723,6,15,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
390,ORD000390,1,20260730,7,1,2,2499.0,249.9,4998.0,4748.1,900.0,1800.0,2948.1,62.09,80,8,3,5,25,Welcome Offer 10%,Marketplace
391,ORD000391,1,20260806,8,2,3,27999.0,0.0,83997.0,83997.0,15000.0,45000.0,38997.0,46.43,80,3,3,0,25,No Promotion,Marketplace
392,ORD000392,1,20260813,9,3,1,15999.0,2399.85,15999.0,13599.15,8500.0,8500.0,5099.15,37.5,80,6,3,3,25,Festive Offer 15%,Online
393,ORD000393,1,20260820,10,4,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
394,ORD000394,1,20260827,11,5,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
395,ORD000395,1,20260903,12,6,2,3499.0,0.0,6998.0,6998.0,1600.0,3200.0,3798.0,54.27,80,3,3,0,25,No Promotion,Marketplace
396,ORD000396,1,20260911,1,7,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,180,3,3,0,8,Mega Sale 25%,Online
397,ORD000397,1,20260918,1,8,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
398,ORD000398,1,20260925,1,9,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
399,ORD000399,1,20261002,1,10,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,2,Festive Offer 15%,Marketplace
400,ORD000400,1,20261009,5,11,2,1999.0,0.0,3998.0,3998.0,700.0,1400.0,2598.0,64.98,80,3,3,0,25,No Promotion,Online
401,ORD000401,1,20261016,6,12,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
402,ORD000402,1,20261023,7,13,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
403,ORD000403,1,20261030,8,14,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,8,3,5,25,No Promotion,Marketplace
404,ORD000404,1,20261106,9,15,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
405,ORD000405,1,20261113,10,1,2,9999.0,999.9,19998.0,18998.1,4200.0,8400.0,10598.1,55.79,180,3,3,0,25,Welcome Offer 10%,Mobile App
406,ORD000406,1,20261120,11,2,1,7999.0,1199.85,7999.0,6799.15,4800.0,4800.0,1999.15,29.4,80,6,3,3,25,Festive Offer 15%,Marketplace
407,ORD000407,1,20261128,12,3,1,3499.0,874.75,3499.0,2624.25,1600.0,1600.0,1024.25,39.03,80,3,3,0,8,Mega Sale 25%,Marketplace
408,ORD000408,1,20261205,1,4,3,4999.0,499.9,14997.0,14497.1,1800.0,5400.0,9097.1,62.75,80,3,3,0,25,Welcome Offer 10%,Online
409,ORD000409,1,20261212,1,5,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
410,ORD000410,1,20261219,1,6,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Marketplace
411,ORD000411,1,20261226,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
412,ORD000412,1,20260102,5,8,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
413,ORD000413,1,20260109,6,9,1,2999.0,449.85,2999.0,2549.15,1100.0,1100.0,1449.15,56.85,80,6,3,3,25,Festive Offer 15%,Mobile App
414,ORD000414,1,20260116,7,10,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,180,3,3,0,25,Welcome Offer 10%,Marketplace
415,ORD000415,1,20260123,8,11,2,27999.0,0.0,55998.0,55998.0,15000.0,30000.0,25998.0,46.43,80,3,3,0,25,No Promotion,Marketplace
416,ORD000416,1,20260130,9,12,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,8,3,5,25,No Promotion,Online
417,ORD000417,1,20260206,10,13,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
418,ORD000418,1,20260214,11,14,1,7999.0,1999.75,7999.0,5999.25,4800.0,4800.0,1199.25,19.99,80,3,3,0,2,Mega Sale 25%,Marketplace
419,ORD000419,1,20260221,12,15,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
420,ORD000420,1,20260228,1,1,2,4999.0,749.85,9998.0,9248.15,1800.0,3600.0,5648.15,61.07,80,6,3,3,25,Festive Offer 15%,Online
421,ORD000421,1,20260307,1,2,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
422,ORD000422,1,20260314,1,3,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
423,ORD000423,1,20260321,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Marketplace
424,ORD000424,1,20260328,5,5,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
425,ORD000425,1,20260404,6,6,3,2999.0,0.0,8997.0,8997.0,1100.0,3300.0,5697.0,63.32,80,3,3,0,25,No Promotion,Mobile App
426,ORD000426,1,20260411,7,7,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
427,ORD000427,1,20260418,8,8,1,27999.0,4199.85,27999.0,23799.15,15000.0,15000.0,8799.15,36.97,80,6,3,3,25,Festive Offer 15%,Marketplace
428,ORD000428,1,20260425,9,9,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
429,ORD000429,1,20260503,10,10,1,9999.0,2499.75,9999.0,7499.25,4200.0,4200.0,3299.25,43.99,80,8,3,5,8,Mega Sale 25%,Mobile App
430,ORD000430,1,20260510,11,11,2,7999.0,0.0,15998.0,15998.0,4800.0,9600.0,6398.0,39.99,80,3,3,0,25,No Promotion,Marketplace
431,ORD000431,1,20260517,12,12,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
432,ORD000432,1,20260524,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Online
433,ORD000433,1,20260531,1,14,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
434,ORD000434,1,20260607,1,15,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,25,Festive Offer 15%,Marketplace
435,ORD000435,1,20260614,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,80,3,3,0,25,Welcome Offer 10%,Marketplace
436,ORD000436,1,20260621,5,2,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
437,ORD000437,1,20260628,6,3,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,2,No Promotion,Mobile App
438,ORD000438,1,20260705,7,4,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
439,ORD000439,1,20260712,8,5,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
440,ORD000440,1,20260720,9,6,2,15999.0,3999.75,31998.0,27998.25,8500.0,17000.0,10998.25,39.28,80,3,3,0,8,Mega Sale 25%,Online
441,ORD000441,1,20260727,10,7,1,9999.0,1499.85,9999.0,8499.15,4200.0,4200.0,4299.15,50.58,180,6,3,3,25,Festive Offer 15%,Mobile App
442,ORD000442,1,20260803,11,8,3,7999.0,0.0,23997.0,23997.0,4800.0,14400.0,9597.0,39.99,80,8,3,5,25,No Promotion,Marketplace
443,ORD000443,1,20260810,12,9,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
444,ORD000444,1,20260817,1,10,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
445,ORD000445,1,20260824,1,11,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Mobile App
446,ORD000446,1,20260831,1,12,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
447,ORD000447,1,20260907,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
448,ORD000448,1,20260914,5,14,1,1999.0,299.85,1999.0,1699.15,700.0,700.0,999.15,58.8,80,6,3,3,25,Festive Offer 15%,Online
449,ORD000449,1,20260921,6,15,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
450,ORD000450,1,20260928,7,1,2,2499.0,249.9,4998.0,4748.1,900.0,1800.0,2948.1,62.09,180,3,3,0,25,Welcome Offer 10%,Marketplace
451,ORD000451,1,20261006,8,2,1,27999.0,6999.75,27999.0,20999.25,15000.0,15000.0,5999.25,28.57,80,3,3,0,8,Mega Sale 25%,Marketplace
452,ORD000452,1,20261013,9,3,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
453,ORD000453,1,20261020,10,4,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
454,ORD000454,1,20261027,11,5,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
455,ORD000455,1,20261103,12,6,2,3499.0,524.85,6998.0,6473.15,1600.0,3200.0,3273.15,50.57,80,8,3,5,25,Festive Offer 15%,Marketplace
456,ORD000456,1,20261110,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,2,Welcome Offer 10%,Online
457,ORD000457,1,20261117,1,8,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
458,ORD000458,1,20261124,1,9,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
459,ORD000459,1,20261201,1,10,3,4999.0,499.9,14997.0,14497.1,1800.0,5400.0,9097.1,62.75,180,3,3,0,25,Welcome Offer 10%,Marketplace
460,ORD000460,1,20261208,5,11,2,1999.0,0.0,3998.0,3998.0,700.0,1400.0,2598.0,64.98,80,3,3,0,25,No Promotion,Online
461,ORD000461,1,20261215,6,12,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
462,ORD000462,1,20261223,7,13,1,2499.0,624.75,2499.0,1874.25,900.0,900.0,974.25,51.98,80,6,3,3,8,Mega Sale 25%,Marketplace
463,ORD000463,1,20261230,8,14,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
464,ORD000464,1,20260106,9,15,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
465,ORD000465,1,20260113,10,1,2,9999.0,999.9,19998.0,18998.1,4200.0,8400.0,10598.1,55.79,80,3,3,0,25,Welcome Offer 10%,Mobile App
466,ORD000466,1,20260120,11,2,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
467,ORD000467,1,20260127,12,3,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
468,ORD000468,1,20260203,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,8,3,5,25,Welcome Offer 10%,Online
469,ORD000469,1,20260210,1,5,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,25,Festive Offer 15%,Mobile App
470,ORD000470,1,20260217,1,6,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Marketplace
471,ORD000471,1,20260224,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
472,ORD000472,1,20260303,5,8,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
473,ORD000473,1,20260311,6,9,1,2999.0,749.75,2999.0,2249.25,1100.0,1100.0,1149.25,51.09,80,3,3,0,8,Mega Sale 25%,Mobile App
474,ORD000474,1,20260318,7,10,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
475,ORD000475,1,20260325,8,11,2,27999.0,0.0,55998.0,55998.0,15000.0,30000.0,25998.0,46.43,80,3,3,0,2,No Promotion,Marketplace
476,ORD000476,1,20260401,9,12,3,15999.0,2399.85,47997.0,45597.15,8500.0,25500.0,20097.15,44.08,80,6,3,3,25,Festive Offer 15%,Online
477,ORD000477,1,20260408,10,13,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,180,3,3,0,25,Welcome Offer 10%,Mobile App
478,ORD000478,1,20260415,11,14,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
479,ORD000479,1,20260422,12,15,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
480,ORD000480,1,20260429,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,80,3,3,0,25,Welcome Offer 10%,Online
481,ORD000481,1,20260506,1,2,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,8,3,5,25,No Promotion,Mobile App
482,ORD000482,1,20260513,1,3,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
483,ORD000483,1,20260520,1,4,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,25,Festive Offer 15%,Marketplace
484,ORD000484,1,20260528,5,5,1,1999.0,499.75,1999.0,1499.25,700.0,700.0,799.25,53.31,80,3,3,0,8,Mega Sale 25%,Online
485,ORD000485,1,20260604,6,6,2,2999.0,0.0,5998.0,5998.0,1100.0,2200.0,3798.0,63.32,80,3,3,0,25,No Promotion,Mobile App
486,ORD000486,1,20260611,7,7,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,180,3,3,0,25,Welcome Offer 10%,Marketplace
487,ORD000487,1,20260618,8,8,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
488,ORD000488,1,20260625,9,9,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
489,ORD000489,1,20260702,10,10,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
490,ORD000490,1,20260709,11,11,2,7999.0,1199.85,15998.0,14798.15,4800.0,9600.0,5198.15,35.13,80,6,3,3,25,Festive Offer 15%,Marketplace
491,ORD000491,1,20260716,12,12,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
492,ORD000492,1,20260723,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
493,ORD000493,1,20260730,1,14,3,4999.0,0.0,14997.0,14997.0,1800.0,5400.0,9597.0,63.99,80,3,3,0,25,No Promotion,Mobile App
494,ORD000494,1,20260806,1,15,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,8,3,5,2,No Promotion,Marketplace
495,ORD000495,1,20260814,1,1,2,4999.0,1249.75,9998.0,8748.25,1800.0,3600.0,5148.25,58.85,180,3,3,0,8,Mega Sale 25%,Marketplace
496,ORD000496,1,20260821,5,2,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
497,ORD000497,1,20260828,6,3,1,2999.0,449.85,2999.0,2549.15,1100.0,1100.0,1449.15,56.85,80,6,3,3,25,Festive Offer 15%,Mobile App
498,ORD000498,1,20260904,7,4,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
499,ORD000499,1,20260911,8,5,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
500,ORD000500,1,20260918,9,6,2,15999.0,0.0,31998.0,31998.0,8500.0,17000.0,14998.0,46.87,80,3,3,0,25,No Promotion,Online
501,ORD000501,1,20260925,10,7,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
502,ORD000502,1,20261002,11,8,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
503,ORD000503,1,20261009,12,9,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
504,ORD000504,1,20261016,1,10,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,180,6,3,3,25,Festive Offer 15%,Online
505,ORD000505,1,20261023,1,11,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Mobile App
506,ORD000506,1,20261031,1,12,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,80,3,3,0,8,Mega Sale 25%,Marketplace
507,ORD000507,1,20261107,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,8,3,5,25,Welcome Offer 10%,Marketplace
508,ORD000508,1,20261114,5,14,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
509,ORD000509,1,20261121,6,15,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
